Type,Name,Age,Breed,Gender,Color,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,Adopted
2,1,Adult,1,2,2,2,1,2,1,1,1,Singular,Low,None,Few,1
2,1,Baby,1,1,3,3,2,2,2,2,1,Singular,Free,None,Some,0
2,1,Baby,2,1,1,1,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,1,2,1,2,1,2,2,2,1,Singular,Free,None,Many,1
2,1,Baby,1,2,2,2,2,3,3,3,1,Singular,Free,None,Few,1
2,0,Baby,1,2,2,2,1,1,1,2,1,Singular,Free,None,Some,1
2,1,Junior,1,1,2,2,2,1,1,2,1,Singular,Free,None,Few,1
2,1,Junior,1,2,3,1,1,1,1,1,1,Singular,Moderate,None,Some,1
2,1,Senior,1,1,3,3,1,2,1,1,2,Singular,Moderate,None,Many,0
2,0,Baby,2,3,3,2,1,2,1,3,1,Many,Free,None,Few,0
2,1,Baby,1,2,3,2,2,1,2,2,2,Singular,Free,None,Some,1
2,1,Adult,1,1,2,3,2,2,2,1,1,Singular,Free,Few,Many,1
2,1,Baby,1,1,3,2,2,2,2,2,1,Singular,Free,None,Few,1
2,1,Junior,1,1,2,2,1,2,1,2,1,Singular,Free,None,Few,1
2,1,Junior,1,2,3,2,1,1,1,2,1,Singular,Low,None,Some,0
2,1,Adult,1,2,1,2,2,2,3,3,1,Singular,Free,None,Few,0
2,1,Baby,1,2,3,2,1,1,1,2,1,Singular,Moderate,None,Few,1
2,1,Junior,1,2,1,2,1,2,2,3,1,Singular,Free,None,Some,1
2,1,Junior,1,2,3,1,2,2,2,2,1,Singular,Free,None,Some,0
2,1,Junior,1,2,1,3,3,2,1,2,1,Singular,Moderate,None,Some,1
2,1,Baby,1,2,2,1,1,3,3,3,1,Singular,Free,None,Few,1
2,0,Baby,2,2,3,1,1,2,2,2,2,Singular,Free,None,Some,1
2,1,Baby,1,1,1,1,2,2,1,2,1,Singular,Free,None,Few,1
2,1,Baby,2,2,3,1,1,2,2,2,1,Singular,Free,None,Some,0
2,1,Junior,1,1,3,2,3,3,1,3,1,Singular,Free,None,Few,1
2,1,Baby,1,3,3,2,2,2,2,2,1,Few,Free,None,Some,1
2,1,Senior,2,2,3,2,3,1,1,1,1,Singular,High,None,Some,1
2,1,Junior,1,1,1,3,2,2,1,3,1,Singular,Free,None,Few,0
2,1,Adult,1,2,2,2,1,3,3,1,2,Singular,Free,None,Few,0
2,1,Junior,2,2,2,1,1,2,2,1,1,Singular,Free,None,Many,0
2,0,Baby,1,1,1,1,1,2,2,2,1,Singular,Free,None,Some,1
2,0,Baby,1,3,3,2,1,3,3,3,1,Many,Free,None,Some,1
2,1,Junior,1,2,2,2,1,3,3,2,1,Singular,Free,None,Some,1
2,1,Junior,1,1,2,2,1,2,1,2,1,Singular,Free,None,Few,1
2,1,Junior,1,3,1,2,1,3,3,3,1,Few,Free,None,Some,0
2,1,Junior,1,1,1,2,1,1,1,3,1,Singular,Free,None,Few,0
2,0,Baby,1,1,2,1,1,2,2,2,1,Singular,Free,None,Some,0
2,1,Baby,1,1,2,2,1,2,2,2,1,Singular,Free,None,Many,1
2,1,Junior,1,2,2,1,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Baby,2,2,2,2,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Baby,1,2,2,2,1,1,1,2,1,Few,Free,None,Some,1
2,1,Junior,1,1,2,2,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,1,3,3,2,1,3,3,2,1,Many,Free,None,Few,1
2,1,Adult,2,2,2,2,1,2,1,1,1,Singular,Free,None,Few,1
2,1,Baby,1,2,3,1,1,2,1,2,1,Singular,Free,None,Some,1
2,1,Baby,1,2,2,2,1,2,1,2,1,Singular,Free,Few,Some,1
2,1,Baby,1,3,3,2,1,2,2,2,1,Many,Free,None,Some,1
2,1,Baby,2,2,3,2,2,2,2,2,1,Singular,Low,None,Some,1
2,1,Adult,2,1,3,2,1,1,1,1,1,Singular,Free,None,Many,1
2,1,Adult,1,2,3,3,2,2,2,2,1,Singular,Free,None,Few,1
2,1,Baby,1,2,3,2,1,2,2,3,1,Few,Free,None,Some,0
2,1,Baby,1,1,3,3,3,2,1,2,1,Singular,Low,None,Few,1
2,0,Junior,1,2,3,2,1,2,2,2,1,Few,Free,None,Few,1
2,1,Junior,1,2,2,2,1,2,1,2,1,Singular,Free,None,Some,1
2,1,Baby,2,3,2,2,1,2,1,2,1,Few,Free,None,Some,1
2,1,Junior,1,1,2,2,1,2,2,2,1,Singular,Low,None,Few,0
2,1,Junior,1,2,1,2,2,2,1,2,1,Singular,Free,None,Some,1
2,1,Junior,1,2,2,2,3,3,3,2,1,Singular,Free,None,Some,1
2,1,Baby,2,3,3,1,2,1,1,2,1,Few,Moderate,None,Many,1
2,1,Adult,1,2,1,1,1,1,1,1,1,Singular,Free,None,Few,0
2,0,Baby,1,3,3,2,1,2,2,2,1,Many,Free,None,Few,1
2,1,Junior,2,2,1,3,3,2,1,2,1,Singular,Low,None,Few,1
2,0,Junior,1,2,3,2,1,1,1,1,1,Few,Free,None,Some,0
2,1,Baby,1,3,3,1,2,2,1,2,1,Many,Free,None,Some,0
2,1,Baby,1,1,1,3,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Baby,1,1,2,2,1,2,1,2,1,Singular,Free,None,Some,1
2,1,Baby,1,2,2,2,1,2,2,2,1,Singular,Free,None,Few,0
2,1,Baby,1,1,2,2,2,2,2,2,1,Singular,Free,None,Some,0
2,0,Junior,1,1,2,2,1,3,3,2,1,Singular,Free,None,Few,1
2,1,Baby,2,2,2,2,2,2,2,2,1,Singular,Free,None,Some,0
2,1,Baby,2,3,3,2,2,2,2,2,1,Few,Free,None,Some,1
2,1,Baby,1,1,1,1,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Baby,1,1,2,2,1,2,1,2,1,Singular,Free,None,Few,1
2,1,Baby,1,3,3,2,2,3,3,3,1,Few,Free,None,Some,1
2,1,Baby,1,1,2,2,2,2,2,2,1,Singular,Free,None,Few,0
2,1,Junior,1,3,3,1,1,2,1,2,1,Many,Free,None,Many,1
2,1,Baby,2,3,1,1,2,2,1,2,1,Many,Moderate,None,Many,1
2,1,Baby,1,1,2,2,1,1,1,2,1,Singular,Free,None,Few,1
2,1,Baby,1,1,3,2,1,2,1,2,1,Singular,Free,Few,Some,1
2,1,Baby,2,1,2,3,3,2,1,2,1,Singular,Moderate,None,Many,1
2,1,Baby,1,1,3,1,1,2,2,2,1,Singular,Free,None,Some,0
2,0,Junior,1,3,2,3,1,2,2,2,1,Few,Free,None,Few,1
2,1,Baby,2,2,3,2,2,2,1,2,1,Singular,Free,None,Some,1
2,1,Junior,1,2,3,1,1,2,2,2,1,Few,Free,None,Some,0
2,1,Baby,1,2,1,2,1,2,1,2,1,Singular,Free,None,Few,1
2,1,Baby,1,1,2,2,2,2,2,2,1,Few,Free,None,Some,0
2,1,Baby,1,2,3,1,1,2,2,2,1,Singular,Low,None,Few,0
2,1,Baby,2,2,3,1,2,2,1,2,1,Singular,Low,None,Many,1
2,1,Baby,2,3,3,2,2,2,2,2,1,Many,Free,None,Many,1
2,1,Junior,1,1,1,2,1,1,1,1,1,Singular,Free,None,Few,0
2,1,Baby,2,2,3,2,3,1,1,2,1,Singular,Moderate,Few,Many,1
2,1,Junior,1,2,1,2,2,1,1,1,1,Singular,Free,Few,Some,1
2,0,Baby,1,1,1,2,1,2,1,2,1,Few,Free,None,Some,1
2,1,Baby,1,2,2,1,2,3,3,3,1,Singular,Free,None,Few,1
2,1,Junior,2,1,2,1,1,3,3,3,1,Singular,Free,None,Some,0
2,1,Baby,2,2,3,2,1,2,1,2,1,Singular,Free,None,Some,1
2,0,Baby,1,2,1,1,1,1,1,1,1,Few,Free,None,Some,1
2,1,Junior,2,2,3,2,1,2,2,2,1,Few,Free,None,Few,0
2,1,Baby,1,3,2,2,2,2,2,2,1,Many,Free,None,Many,1
2,1,Adult,2,3,2,3,2,1,1,1,1,Few,Free,None,Some,1
2,1,Adult,1,3,3,2,1,2,2,2,2,Few,Free,None,Few,0
2,1,Junior,1,1,2,2,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,2,3,2,2,2,3,3,2,1,Few,Free,None,Some,1
2,1,Baby,1,3,3,2,1,2,2,2,1,Few,Free,None,Few,1
2,1,Baby,1,2,2,1,1,2,1,2,2,Singular,Free,None,Many,1
2,1,Adult,1,1,2,2,2,3,3,3,1,Singular,Free,None,Some,0
2,1,Baby,1,2,3,1,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,1,2,2,2,1,1,1,2,1,Singular,Free,None,Some,1
2,1,Baby,1,1,1,2,1,1,1,2,1,Singular,Free,None,Many,1
2,1,Adult,1,2,3,2,1,2,2,1,1,Singular,Free,None,Few,0
2,1,Baby,1,1,2,2,1,2,1,2,1,Singular,Free,None,Many,1
2,1,Junior,1,1,1,1,1,1,1,1,1,Singular,Free,None,Many,1
2,1,Baby,1,1,3,1,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,1,1,3,2,3,3,3,3,1,Singular,Free,Few,Many,1
2,1,Baby,1,2,3,2,1,2,1,2,1,Singular,Free,None,Few,1
2,1,Baby,1,1,2,1,2,2,2,2,1,Singular,Free,None,Few,1
2,1,Baby,1,1,3,1,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Adult,1,1,2,2,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Baby,1,2,2,1,1,2,1,2,1,Singular,Free,None,Some,1
2,1,Baby,2,1,2,2,2,2,2,2,1,Singular,Low,None,Some,1
2,0,Junior,1,3,3,2,2,1,1,1,1,Few,Free,None,Some,1
2,1,Junior,1,1,2,1,2,2,2,2,1,Few,Free,None,Some,0
2,1,Baby,1,1,2,2,1,1,1,2,1,Singular,Moderate,None,Some,1
2,1,Junior,1,1,2,3,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,1,3,1,1,1,1,1,1,1,Few,Free,None,Many,0
2,1,Baby,1,3,2,2,1,1,1,2,1,Many,Free,None,Some,1
2,1,Junior,1,2,2,2,2,2,1,2,1,Singular,Moderate,None,Many,1
2,1,Adult,2,1,2,3,3,1,1,2,1,Singular,High,None,Some,1
2,1,Baby,1,2,1,1,1,2,2,2,1,Singular,Free,None,Some,0
2,1,Baby,1,1,2,2,1,2,2,2,1,Singular,Free,None,Few,1
2,1,Senior,1,1,1,3,1,1,1,1,1,Singular,Free,None,Few,1
2,1,Junior,1,2,3,1,1,1,1,1,1,Singular,Free,None,Some,1
2,0,Baby,1,3,3,1,2,2,2,2,1,Few,Free,None,Many,1
2,1,Baby,1,1,2,1,2,2,2,2,1,Singular,Free,None,Few,1
2,1,Baby,1,1,2,2,2,2,1,2,1,Singular,Free,Few,Few,1
2,1,Junior,1,2,2,2,1,1,1,2,1,Singular,Free,None,Some,0
2,1,Baby,1,3,2,1,2,2,2,2,1,Few,Free,None,Some,1
2,1,Baby,1,1,2,2,2,2,3,2,1,Singular,Free,None,Many,1
2,1,Junior,1,1,3,2,1,1,1,2,1,Singular,Free,None,Many,1
2,1,Baby,1,1,1,1,1,2,1,2,1,Singular,Free,None,Some,1
2,1,Junior,1,1,2,2,1,2,2,2,1,Singular,Free,None,Many,1
2,1,Junior,1,3,3,2,2,1,1,2,1,Few,Free,None,Some,1
2,1,Junior,1,1,3,2,1,1,1,2,1,Singular,Low,None,Many,1
2,1,Baby,1,1,3,3,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Baby,1,1,2,1,1,2,2,2,1,Singular,Free,None,Few,0
2,1,Junior,1,1,1,2,2,2,1,2,1,Singular,Moderate,None,Some,1
2,1,Baby,1,1,3,1,1,2,2,2,1,Singular,Free,None,Many,1
2,1,Junior,2,1,1,2,2,1,1,2,1,Singular,Moderate,None,Few,1
2,1,Junior,1,1,2,2,1,1,1,1,1,Singular,Free,None,Some,0
2,1,Junior,1,1,2,2,1,1,1,1,1,Singular,Free,None,Few,0
2,1,Baby,1,1,3,2,2,2,1,2,1,Singular,Low,Few,Some,1
2,1,Adult,1,1,2,2,1,3,3,3,1,Singular,Free,None,Few,1
2,1,Baby,1,2,3,1,1,1,1,2,1,Singular,Free,None,Some,1
2,1,Junior,1,2,3,1,1,1,1,2,1,Singular,Free,None,Some,1
2,0,Baby,1,3,3,2,1,2,2,3,1,Many,Free,None,Few,0
2,1,Junior,1,2,3,2,1,2,2,2,1,Singular,Free,None,Few,0
2,1,Baby,1,1,2,2,2,2,2,2,1,Singular,Free,None,Some,0
2,1,Junior,1,2,2,2,1,2,2,2,1,Few,Free,None,Some,1
2,1,Junior,1,2,3,2,1,3,3,2,1,Singular,Free,None,Some,1
2,1,Junior,1,1,2,3,1,2,2,2,1,Singular,Free,None,Few,1
2,1,Baby,2,1,2,1,2,2,2,2,1,Singular,Free,None,Few,1
2,1,Baby,1,1,3,1,1,1,1,2,1,Few,Low,None,Few,1
2,1,Adult,1,2,2,3,1,1,1,1,1,Singular,Free,None,Some,1
2,1,Baby,1,1,1,2,1,2,2,2,1,Singular,Free,None,Many,1
2,1,Adult,2,1,1,4,2,1,1,1,1,Singular,Free,None,Some,1
2,1,Baby,1,2,2,1,1,2,1,2,1,Singular,Free,None,Few,1
2,1,Junior,2,1,2,2,1,1,1,2,1,Few,Moderate,None,Some,0
2,1,Baby,1,3,2,1,1,2,1,2,1,Few,Free,None,Some,1
2,1,Baby,1,2,3,2,2,2,2,2,1,Singular,Free,None,Many,1
2,1,Junior,1,1,2,2,1,1,1,1,1,Singular,Moderate,None,Few,0
2,1,Junior,1,2,3,2,1,2,2,2,1,Singular,Free,None,Some,0
2,0,Baby,2,3,3,3,3,1,1,2,1,Few,High,None,Few,1
2,1,Baby,1,2,3,2,1,1,1,2,1,Singular,Free,Few,Many,1
2,1,Junior,2,2,3,2,2,2,2,2,1,Singular,Moderate,None,Few,0
2,1,Junior,1,2,2,2,2,1,1,2,1,Few,Free,None,Some,1
2,0,Baby,2,3,3,2,1,2,2,2,1,Many,Free,None,Some,1
2,1,Baby,1,3,1,1,1,3,3,3,1,Few,Free,None,Few,1
2,1,Junior,2,2,3,2,1,1,1,1,1,Singular,Moderate,None,Many,0
2,1,Junior,1,1,2,2,2,2,1,2,1,Singular,Free,None,Some,1
2,1,Junior,2,2,3,1,1,1,1,2,1,Singular,Free,None,Some,1
2,1,Junior,2,1,2,2,2,2,1,2,1,Singular,Free,None,Some,0
2,1,Baby,1,3,2,2,2,1,1,2,1,Few,Free,None,Some,1
2,1,Junior,1,2,1,2,3,1,1,2,1,Singular,High,None,Some,0
2,1,Baby,1,2,2,2,2,3,1,3,1,Few,Free,None,Few,1
2,1,Baby,1,2,2,2,2,2,2,2,1,Singular,Moderate,None,Some,0
2,1,Baby,1,1,3,1,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Baby,2,3,2,1,2,2,2,2,1,Few,Free,None,Few,0
2,0,Baby,1,3,3,1,1,2,1,2,1,Many,Free,None,Some,1
2,1,Baby,2,1,2,1,2,3,3,3,1,Singular,Moderate,None,Some,0
2,0,Junior,2,3,2,1,2,2,2,2,1,Few,Free,None,Few,1
2,0,Junior,1,2,2,2,1,2,2,2,1,Singular,Free,None,Few,1
2,1,Adult,1,2,2,2,2,1,3,1,1,Singular,Free,None,Some,1
2,1,Baby,1,3,2,3,3,2,2,2,1,Many,Free,None,Some,0
2,1,Baby,1,2,1,1,1,1,1,2,1,Few,Moderate,None,Many,1
2,1,Adult,1,2,3,2,2,1,2,2,1,Singular,Free,None,Some,0
2,1,Baby,2,3,3,1,3,2,2,2,1,Few,Free,None,Few,0
2,1,Baby,1,2,2,1,2,2,2,2,1,Singular,Free,None,Few,1
2,0,Baby,1,1,2,1,1,1,1,2,1,Singular,Free,None,Few,1
2,1,Baby,1,2,3,1,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,1,2,3,2,2,2,1,2,1,Singular,Free,None,Some,0
2,1,Adult,2,1,1,3,2,2,1,2,1,Singular,Moderate,None,Few,0
2,1,Baby,1,2,2,1,2,2,2,2,1,Singular,Free,None,Few,1
2,1,Baby,1,3,3,1,1,2,2,2,1,Many,Moderate,None,Few,0
2,1,Baby,1,3,3,2,1,2,1,2,1,Few,Free,None,Some,1
2,1,Baby,2,2,3,1,1,3,3,3,1,Singular,Free,None,Some,0
2,1,Junior,1,1,2,2,1,2,1,1,1,Singular,Free,None,Some,1
2,1,Junior,1,2,1,2,1,1,1,1,1,Singular,Free,None,Few,1
2,1,Junior,2,1,2,2,2,2,2,2,1,Singular,Low,None,Some,1
2,1,Baby,2,3,3,1,3,2,3,2,1,Few,Free,None,Some,1
2,1,Junior,1,1,3,2,1,2,1,2,1,Singular,Free,None,Some,1
2,1,Baby,1,3,2,1,1,2,2,2,1,Few,Free,None,Few,1
2,1,Junior,2,2,3,1,1,1,1,1,1,Singular,Free,None,Few,1
2,1,Junior,1,2,2,2,1,1,1,2,1,Singular,Free,None,Some,1
2,1,Adult,1,2,3,2,2,3,3,2,1,Singular,Free,None,Few,1
2,1,Junior,1,1,2,2,1,2,2,2,1,Singular,Free,None,Few,0
2,1,Baby,1,2,1,3,1,2,1,2,1,Singular,Free,None,Few,1
2,1,Baby,1,3,3,2,1,2,2,2,1,Many,Free,None,Some,1
2,1,Junior,2,2,2,1,2,2,1,2,1,Singular,Moderate,None,Few,1
2,1,Baby,1,2,2,1,2,1,1,1,1,Singular,Free,None,Some,1
2,1,Adult,1,2,1,2,1,1,1,1,1,Singular,Free,None,Many,0
2,1,Junior,1,2,2,2,2,3,1,2,1,Singular,Free,None,Few,1
2,1,Junior,1,2,1,1,2,2,2,2,1,Singular,Moderate,None,Some,0
2,1,Adult,1,3,3,2,1,1,1,1,1,Many,Free,None,Some,1
2,1,Baby,1,2,2,1,1,2,1,2,1,Singular,Free,None,Many,1
2,0,Junior,1,1,2,2,2,3,3,3,1,Singular,Free,None,Few,1
2,1,Junior,1,2,3,2,1,3,3,2,1,Singular,Free,None,Few,0
2,1,Baby,2,2,3,2,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Baby,2,1,2,1,1,2,1,2,1,Singular,Free,None,Few,1
2,0,Baby,1,3,3,2,2,2,1,2,1,Many,Free,None,Some,0
2,1,Junior,1,2,3,2,1,2,1,2,1,Singular,Free,None,Many,1
2,1,Baby,1,1,1,3,2,2,1,3,1,Singular,Low,None,Some,1
2,1,Adult,2,1,2,3,1,1,1,1,1,Singular,Low,None,Some,1
2,1,Junior,1,2,2,1,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Baby,1,2,2,1,1,2,1,2,1,Singular,Free,None,Few,1
2,1,Baby,1,1,2,1,1,3,3,3,1,Singular,Free,None,Few,1
2,1,Baby,1,2,2,2,1,3,3,2,1,Singular,Free,None,Some,1
2,1,Baby,2,1,3,1,1,2,2,2,2,Singular,Free,None,Some,1
2,1,Baby,1,3,3,2,1,2,2,2,1,Few,Free,None,Few,0
2,1,Junior,1,2,1,2,1,2,2,1,1,Singular,Moderate,None,Some,0
2,1,Baby,1,1,2,2,1,2,2,2,1,Singular,Free,Few,Many,1
2,1,Baby,1,2,2,1,2,2,1,2,1,Singular,Free,None,Few,1
2,1,Junior,1,2,3,2,1,2,1,2,1,Singular,Low,None,Few,1
2,1,Junior,1,1,2,1,1,1,1,3,1,Singular,Free,None,Some,1
2,1,Baby,1,2,1,2,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,1,2,3,2,2,1,1,1,1,Singular,Free,None,Few,1
2,1,Adult,1,3,2,1,2,2,2,2,1,Many,Free,None,Some,1
2,1,Junior,2,2,2,1,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,1,1,2,2,2,2,1,3,1,Singular,Free,None,Many,1
2,1,Baby,1,1,3,2,1,1,1,2,1,Singular,Free,None,Many,1
2,1,Baby,2,1,2,1,2,2,1,2,1,Singular,Free,None,Some,1
2,1,Baby,2,1,3,2,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Adult,1,2,2,2,1,1,1,2,1,Singular,Free,None,Few,0
2,1,Junior,1,1,1,2,1,1,1,2,1,Singular,Free,None,Few,1
2,1,Junior,1,1,2,2,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,1,2,3,2,2,2,1,2,1,Singular,Low,None,Some,1
2,1,Baby,1,2,2,2,1,1,1,2,1,Singular,Free,None,Many,1
2,1,Junior,1,2,2,1,1,2,2,2,1,Singular,Free,None,Few,0
2,1,Junior,2,2,3,2,1,2,2,1,1,Singular,Free,None,Many,1
2,1,Adult,1,2,2,2,1,1,1,1,1,Singular,Moderate,None,Some,0
2,1,Junior,1,2,3,1,1,1,1,2,1,Singular,Free,None,Some,1
2,1,Baby,2,2,3,1,1,2,1,2,1,Singular,Free,None,Many,1
2,1,Junior,1,3,3,2,2,3,3,1,1,Few,Free,None,Some,0
2,0,Baby,1,1,2,1,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Baby,1,3,3,2,1,2,2,2,1,Many,Free,None,Many,1
2,1,Baby,1,2,2,1,1,2,1,2,1,Singular,Free,None,Few,1
2,1,Baby,2,3,3,1,2,2,2,2,1,Many,Free,None,Some,1
2,1,Baby,1,1,1,2,1,1,1,1,1,Singular,Low,None,Many,1
2,1,Baby,1,3,3,2,2,2,2,2,1,Few,Free,None,Some,1
2,1,Baby,2,2,1,1,2,2,2,1,1,Singular,Free,None,Few,1
2,1,Junior,1,1,3,2,1,1,1,2,1,Singular,Free,None,Few,1
2,1,Junior,1,2,3,2,2,1,1,2,1,Singular,Free,None,Some,1
2,1,Junior,1,3,2,2,1,2,1,2,1,Few,Free,None,Some,0
2,1,Junior,1,1,1,1,3,1,1,2,1,Singular,Free,None,Few,1
2,1,Junior,1,3,3,1,1,2,2,2,1,Many,Free,None,Few,0
2,1,Junior,1,2,3,2,2,1,1,2,1,Singular,Moderate,None,Few,1
2,1,Baby,1,2,2,1,2,3,3,3,2,Singular,Low,None,Some,1
2,1,Baby,1,1,2,2,1,1,1,2,1,Singular,Low,None,Few,1
2,1,Adult,2,1,3,2,1,1,1,1,1,Singular,Free,None,Few,1
2,1,Baby,1,2,3,2,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Baby,1,1,3,1,1,2,2,2,1,Singular,Low,Few,Some,1
2,1,Baby,1,2,1,1,2,2,2,3,2,Singular,Free,None,Few,1
2,1,Adult,2,2,2,2,1,1,1,1,1,Singular,Free,None,Few,0
2,1,Baby,2,1,2,3,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,2,3,3,2,1,2,1,1,1,Few,Free,None,Some,0
2,1,Junior,1,1,1,2,1,1,1,1,1,Singular,Moderate,None,Few,1
2,1,Baby,1,1,2,1,1,1,1,1,1,Singular,Free,None,Many,1
2,1,Baby,2,3,3,2,2,2,1,2,1,Few,Free,None,Many,1
2,1,Baby,1,3,3,2,2,2,2,2,1,Many,Free,None,Many,1
2,1,Junior,2,3,1,2,2,2,2,2,1,Few,Free,None,Many,0
2,1,Baby,1,1,3,2,1,2,2,2,1,Singular,Free,None,Few,1
2,1,Junior,2,2,2,2,1,3,3,3,1,Singular,Free,None,Some,1
2,1,Junior,1,1,3,2,1,2,2,2,1,Few,Free,None,Some,1
2,1,Baby,1,2,3,2,1,3,3,2,1,Singular,Free,None,Few,0
2,1,Baby,2,1,1,1,2,1,1,2,1,Singular,Moderate,None,Some,1
2,1,Baby,2,2,2,1,1,2,2,2,1,Singular,Free,None,Many,1
2,1,Junior,1,1,2,2,1,2,2,2,2,Singular,Free,Few,Some,1
2,1,Baby,1,2,3,1,2,2,2,2,1,Few,Free,None,Few,1
2,1,Junior,1,2,3,2,2,2,1,1,1,Singular,Free,None,Some,1
2,1,Junior,1,2,3,2,2,3,1,2,1,Singular,Free,None,Few,0
2,1,Adult,1,2,1,2,2,1,1,2,1,Few,Free,None,Some,0
2,1,Adult,1,2,3,2,2,1,1,1,1,Singular,Low,None,Few,1
2,1,Baby,2,2,3,2,1,2,2,2,1,Few,Free,None,Some,1
2,0,Baby,1,3,3,2,1,2,2,2,1,Many,Free,None,Some,1
2,1,Baby,1,3,3,1,1,2,2,2,1,Few,Free,None,Some,0
2,1,Baby,2,1,1,1,2,2,2,2,1,Singular,Moderate,None,Few,1
2,1,Junior,1,2,1,2,1,2,2,2,1,Few,Free,None,Many,1
2,1,Baby,1,3,3,1,2,2,2,2,1,Few,Free,None,Few,1
2,1,Baby,2,3,2,1,2,2,2,2,1,Few,Free,None,Few,1
2,1,Baby,2,1,2,1,2,2,2,2,1,Singular,Free,None,Few,1
2,1,Baby,1,3,2,1,1,2,2,2,1,Many,Free,None,Few,1
2,1,Baby,1,1,2,1,1,2,2,2,1,Few,Free,None,Some,1
2,1,Baby,2,2,2,1,1,2,1,2,1,Singular,Free,None,Few,1
2,1,Baby,2,1,3,1,2,2,2,1,1,Singular,Free,None,Some,1
2,1,Junior,2,1,1,2,2,2,1,2,1,Singular,Free,None,Few,1
2,1,Baby,2,2,3,2,2,2,1,2,1,Few,Free,None,Some,1
2,0,Baby,1,2,3,1,1,3,3,3,1,Singular,Free,None,Some,0
2,1,Junior,1,2,3,1,1,1,1,1,1,Singular,Free,None,Some,1
2,1,Adult,1,2,3,2,2,1,1,1,1,Singular,Low,None,Few,1
2,1,Baby,1,3,3,1,1,2,2,2,1,Few,Free,None,Many,1
2,1,Junior,2,1,2,3,3,3,1,2,1,Singular,Free,None,Some,0
2,1,Baby,1,2,2,1,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,2,3,3,2,1,2,2,2,1,Many,Free,None,Some,0
2,1,Baby,1,2,3,2,1,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,1,2,1,1,2,1,1,2,1,Singular,Free,None,Few,0
2,1,Junior,1,2,2,2,1,2,2,2,1,Singular,Free,None,Few,0
2,1,Junior,1,1,2,2,1,2,1,2,1,Singular,Low,None,Few,1
2,1,Baby,2,2,3,3,3,2,1,2,1,Singular,Moderate,Few,Some,1
2,1,Baby,1,2,1,2,1,1,1,2,1,Singular,Low,None,Few,1
2,1,Junior,1,2,3,2,1,1,1,1,1,Singular,Free,None,Some,0
2,1,Junior,1,2,3,2,2,2,2,2,1,Singular,Free,None,Few,1
2,1,Junior,1,1,2,1,1,2,2,2,1,Singular,Low,None,Some,1
2,1,Baby,1,1,2,1,1,2,1,2,1,Singular,Free,None,Some,1
2,1,Junior,1,2,2,2,1,1,1,1,1,Singular,Free,None,Few,1
2,1,Baby,1,1,1,2,2,1,1,3,1,Singular,Free,None,Some,0
2,1,Adult,1,2,1,2,2,1,1,1,1,Singular,Free,None,Few,0
2,1,Junior,2,2,2,2,1,1,1,1,1,Singular,Free,None,Many,0
2,1,Baby,2,3,1,2,1,2,2,2,1,Few,Free,None,Few,1
2,1,Baby,1,2,2,2,1,2,2,2,1,Singular,Free,None,Many,1
2,1,Junior,1,1,3,3,2,3,1,2,1,Singular,Free,None,Some,0
2,1,Baby,1,2,2,1,2,2,2,2,1,Singular,Free,None,Some,1
2,1,Junior,1,2,2,2,1,1,1,1,1,Singular,Low,None,Few,1
2,1,Baby,2,2,1,1,1,2,1,2,1,Singular,Free,None,Few,0
2,1,Adult,1,1,1,2,1,2,1,2,1,Singular,Moderate,None,Few,1
2,1,Junior,2,3,3,1,2,1,1,2,1,Few,Moderate,None,Many,0
2,1,Adult,2,3,3,2,2,2,2,3,1,Many,Moderate,None,Few,0
2,1,Junior,1,1,1,2,2,1,1,2,1,Singular,Free,None,Some,1
2,1,Senior,1,2,1,2,1,1,1,1,1,Singular,Free,None,Many,1
2,0,Baby,1,1,1,2,2,1,1,2,1,Singular,Free,None,Few,0
