Type,Name,Age,Breed,Gender,Color,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,AdoptionSpeed
1,1,0,2,1,1,1,1,3,3,3,1,1,0,0,8.0,0
2,1,1,1,2,3,2,1,2,1,2,1,1,0,0,7.0,1
2,1,2,1,2,2,2,2,2,2,2,1,1,0,0,4.0,1
1,1,3,1,2,2,2,1,1,1,2,1,1,50,0,2.0,2
2,1,2,1,2,1,2,2,2,1,2,1,1,50,0,5.0,3
1,0,4,1,2,3,2,2,1,1,2,1,4,0,0,4.0,4
1,1,1,2,2,1,2,1,3,3,2,1,1,0,0,5.0,3
2,1,12,1,2,3,2,2,3,3,3,1,1,0,0,1.0,4
1,1,2,2,2,2,2,1,1,1,2,1,1,0,0,4.0,3
2,0,3,2,3,2,1,2,2,2,2,1,3,150,0,1.0,4
2,1,5,1,2,2,2,2,2,2,2,1,1,0,0,3.0,3
1,1,12,2,2,1,2,2,1,1,1,1,1,0,0,2.0,3
1,0,12,1,2,3,2,1,1,1,3,1,1,0,0,2.0,4
1,1,7,2,1,3,2,1,1,1,3,1,1,0,0,2.0,4
2,1,1,1,1,1,2,2,2,2,2,1,1,0,0,3.0,1
1,1,6,1,2,2,2,1,1,1,2,1,1,0,0,5.0,1
1,1,2,1,2,1,2,1,3,3,3,3,1,0,0,0.0,3
1,1,2,1,2,2,2,1,3,3,2,1,1,0,0,2.0,1
2,1,5,1,2,2,1,1,1,1,2,1,2,0,0,6.0,4
1,1,0,2,2,1,2,1,2,2,2,1,1,0,0,2.0,3
1,1,2,1,2,2,2,1,2,2,2,1,1,0,0,2.0,4
1,1,2,1,2,1,2,1,2,2,2,1,1,0,0,3.0,1
2,1,4,1,2,1,2,1,1,1,1,1,1,0,0,2.0,3
2,1,3,1,1,1,2,1,1,1,2,1,1,0,0,18.0,3
2,1,6,1,1,2,1,2,3,3,2,1,1,1,0,3.0,4
2,1,7,1,2,3,2,1,1,1,1,1,1,0,0,5.0,2
1,1,24,2,1,2,1,3,3,3,3,1,1,0,0,2.0,1
1,1,1,1,1,2,2,1,2,2,2,1,1,0,0,1.0,4
2,1,36,1,1,2,1,1,1,3,1,1,3,0,0,4.0,4
1,1,8,2,1,1,2,2,1,1,2,1,1,200,0,0.0,4
2,1,1,2,2,3,2,2,2,2,2,1,2,0,0,7.0,4
1,1,4,1,1,2,2,1,2,2,2,1,2,0,1,5.0,2
1,1,2,1,3,3,3,1,1,1,2,1,6,0,0,1.0,4
1,0,2,1,2,1,2,2,2,2,2,1,1,0,0,5.0,1
2,0,3,1,3,2,1,1,2,2,2,1,4,0,0,3.0,1
2,1,2,1,2,3,2,1,2,1,3,1,1,0,0,5.0,1
1,1,19,1,2,3,3,1,1,1,2,1,1,500,0,4.0,2
2,1,2,1,2,2,2,1,2,2,2,1,1,0,0,4.0,2
1,0,0,1,1,3,2,2,1,1,2,1,2,0,0,4.0,1
2,1,1,2,3,3,2,2,3,3,3,1,4,0,0,8.0,2
2,1,12,2,1,2,3,3,3,3,3,2,1,0,0,5.0,2
1,1,3,1,2,2,2,1,2,1,2,1,1,0,0,3.0,3
2,0,2,1,2,2,1,1,2,2,2,1,1,0,0,3.0,3
1,1,1,1,3,1,2,1,2,2,2,1,5,0,0,4.0,1
2,1,1,1,3,3,1,1,2,2,3,1,3,0,0,22.0,3
1,1,4,2,2,2,1,2,3,1,1,1,1,0,0,2.0,4
1,1,3,1,2,3,2,1,1,1,2,1,1,50,0,1.0,4
2,1,2,1,1,2,2,1,1,1,2,1,1,0,0,4.0,2
1,1,2,1,1,1,2,1,2,2,2,1,1,0,0,2.0,3
2,1,3,1,2,3,1,1,2,1,2,2,1,0,0,2.0,1
2,1,12,1,2,1,3,1,1,2,2,1,1,0,0,1.0,1
1,1,5,1,2,1,2,1,1,1,1,1,1,250,1,4.0,4
1,1,2,2,2,1,2,2,1,1,2,1,1,0,0,4.0,2
2,1,5,2,2,3,1,1,2,2,2,1,1,0,0,3.0,3
2,1,2,1,2,2,1,1,1,1,2,1,1,0,0,3.0,1
2,1,2,1,3,3,1,1,3,3,3,1,8,0,0,1.0,4
1,1,84,1,2,1,2,1,1,1,1,1,1,0,0,1.0,3
2,1,1,1,3,3,1,1,2,1,2,1,2,0,0,1.0,1
1,1,12,2,2,3,2,2,3,3,3,1,1,0,0,4.0,1
2,1,0,1,3,3,2,1,2,2,2,1,3,0,0,9.0,1
1,1,0,2,3,3,1,1,3,3,3,3,5,0,0,10.0,3
1,1,12,2,2,2,2,2,1,1,1,1,1,0,1,20.0,3
1,0,10,2,2,1,2,1,3,3,3,1,2,0,0,5.0,2
1,1,4,1,1,2,2,2,2,1,2,2,1,0,0,5.0,2
1,0,1,1,3,2,2,1,2,2,2,1,6,0,0,5.0,4
1,1,2,2,2,1,2,2,1,1,2,1,1,0,0,1.0,1
1,1,2,1,2,2,2,1,1,1,1,1,1,0,0,5.0,1
1,1,24,1,2,2,1,3,1,1,1,1,1,200,0,3.0,3
1,1,1,2,2,1,2,2,1,1,2,1,1,0,0,1.0,3
1,1,48,1,2,2,1,3,1,3,3,2,1,0,0,3.0,2
1,1,2,1,1,1,2,2,1,1,2,1,1,0,0,1.0,2
2,1,8,1,1,1,3,3,3,3,1,1,1,100,0,5.0,1
1,1,11,2,2,1,2,2,2,1,1,1,1,0,0,2.0,4
2,0,18,2,3,2,3,2,3,3,2,1,5,50,0,5.0,2
2,1,5,1,3,3,2,2,1,1,2,1,5,0,0,17.0,3
1,1,12,1,1,1,2,1,2,2,2,1,1,0,0,2.0,4
1,1,18,1,1,1,2,1,1,1,1,1,1,0,0,20.0,1
1,1,24,1,1,1,2,1,1,1,1,1,1,0,0,2.0,3
2,1,2,2,2,3,2,2,2,1,2,1,1,180,0,1.0,2
1,1,77,1,1,1,2,1,1,1,1,1,1,0,0,3.0,2
2,1,4,2,2,3,2,3,2,2,2,1,1,15,0,2.0,1
1,1,24,1,2,1,3,1,1,1,1,1,1,0,0,1.0,2
2,1,2,1,2,1,1,1,2,2,2,1,1,0,0,7.0,3
1,1,36,1,2,2,2,1,3,3,3,1,1,0,0,5.0,3
2,1,12,2,2,3,2,1,1,1,1,1,1,0,0,9.0,4
2,1,4,1,1,3,2,2,1,1,2,1,1,0,0,7.0,2
1,1,2,1,1,2,2,2,2,2,2,1,1,0,0,3.0,1
2,1,0,1,3,3,1,1,2,2,2,1,4,0,0,3.0,3
1,1,8,2,1,3,2,3,2,1,2,1,1,0,0,1.0,1
2,1,7,1,2,1,2,1,3,1,3,1,1,0,0,10.0,4
2,1,2,1,1,3,2,1,2,2,2,1,1,10,0,5.0,3
1,1,12,1,2,2,2,2,1,1,1,1,1,0,0,2.0,3
2,1,2,1,3,3,2,2,2,2,2,1,3,10,1,6.0,2
1,1,5,1,1,2,2,2,1,1,2,1,1,0,0,2.0,3
2,1,3,1,1,2,1,1,2,2,2,1,2,0,0,23.0,2
2,1,1,1,2,3,2,1,1,1,2,1,1,0,0,5.0,2
1,1,60,1,1,1,3,2,1,1,1,1,1,0,0,5.0,4
2,1,3,1,1,2,1,2,2,2,2,1,1,0,0,3.0,1
2,0,1,1,3,3,2,2,1,1,1,1,3,50,0,5.0,1
1,1,2,1,2,1,2,2,2,2,2,1,1,0,0,5.0,2
1,1,48,1,1,1,2,2,1,1,1,1,1,0,0,5.0,4
2,1,2,1,1,2,2,1,2,1,2,1,1,0,0,8.0,3
2,1,1,1,2,1,1,1,3,1,2,1,1,0,0,2.0,1
1,1,2,2,3,2,2,1,2,2,2,1,6,0,0,3.0,1
1,1,7,1,2,2,2,1,1,1,2,1,1,110,0,4.0,3
1,1,2,1,2,2,2,3,1,1,2,1,1,0,0,1.0,1
2,1,2,1,1,2,3,1,2,1,3,1,1,0,0,5.0,2
1,1,1,1,1,1,1,1,2,2,2,1,1,0,0,6.0,3
2,1,2,1,1,2,2,1,2,1,2,1,1,0,0,2.0,0
2,1,16,1,2,2,3,2,1,1,1,1,1,0,0,2.0,4
2,1,24,1,2,3,1,1,1,1,1,1,1,0,0,2.0,2
1,1,1,1,2,1,2,2,1,2,2,1,1,0,0,2.0,2
1,1,5,2,2,2,2,2,3,3,2,1,1,0,0,3.0,3
1,1,72,1,2,2,3,2,2,1,1,1,1,0,0,4.0,2
2,1,4,1,1,2,2,1,2,1,2,1,2,0,0,5.0,1
2,1,12,2,2,2,2,2,1,1,1,1,1,0,0,5.0,4
1,1,120,2,2,1,1,1,3,3,3,1,1,0,0,3.0,4
1,1,2,1,2,2,2,2,2,2,2,1,1,0,0,5.0,1
2,1,7,2,1,2,2,1,3,3,3,2,1,0,0,1.0,3
1,1,2,2,1,1,2,1,1,1,2,1,1,100,1,4.0,4
2,1,2,1,2,1,2,1,2,1,2,1,1,0,0,12.0,3
2,1,12,1,3,3,2,2,2,2,2,1,3,0,0,1.0,0
1,1,4,1,1,1,2,1,1,1,2,1,1,70,0,5.0,4
1,1,3,1,2,1,2,2,1,3,2,1,1,0,1,3.0,2
1,1,12,1,2,2,2,2,1,1,1,1,2,150,0,8.0,4
2,1,6,1,1,1,1,1,1,1,1,2,1,0,0,2.0,2
1,1,9,2,1,2,1,1,3,1,2,1,1,0,0,3.0,2
2,1,36,2,2,2,2,2,2,2,2,1,1,0,0,5.0,2
1,1,24,1,1,1,4,2,1,1,1,1,1,0,0,3.0,2
1,1,2,1,1,1,2,2,1,1,2,1,1,0,0,1.0,2
1,1,48,2,3,1,2,2,3,3,1,1,2,0,0,3.0,4
2,1,3,1,1,1,3,2,1,1,2,1,1,150,0,3.0,2
2,1,5,1,2,2,1,1,2,2,2,1,1,100,0,2.0,4
1,0,6,1,1,1,2,1,3,3,3,1,1,0,0,0.0,4
1,1,48,2,2,3,2,2,3,3,3,1,9,200,0,3.0,4
2,1,3,1,2,2,1,2,2,2,2,1,1,0,0,5.0,2
2,1,2,1,2,2,1,1,2,2,2,1,1,80,0,3.0,2
2,1,3,1,1,3,1,1,2,2,2,1,1,0,0,12.0,2
1,1,3,2,1,3,2,1,2,2,2,1,1,0,0,3.0,2
1,1,2,2,1,1,2,2,1,1,2,1,1,0,0,1.0,2
2,1,5,1,2,3,1,3,1,1,3,1,1,0,0,4.0,2
2,1,4,1,2,1,2,2,2,2,2,1,1,0,0,2.0,3
2,1,7,1,2,2,2,1,1,1,1,1,1,0,0,2.0,4
2,1,48,1,2,2,2,1,1,1,1,1,1,0,0,5.0,4
2,1,1,1,2,3,2,1,2,2,2,1,3,0,0,3.0,1
1,1,2,1,2,1,2,1,2,2,2,1,1,0,0,5.0,1
2,0,2,2,3,2,1,1,2,2,2,1,2,0,0,1.0,4
1,1,12,1,1,2,1,1,2,1,2,1,1,0,0,2.0,2
1,1,3,1,1,1,2,2,2,1,2,1,1,0,0,6.0,1
2,1,2,1,2,3,2,1,2,1,2,1,1,50,1,6.0,2
2,0,12,1,2,1,2,1,3,3,3,1,1,0,0,2.0,4
1,1,3,1,2,1,2,1,2,1,2,1,1,0,0,3.0,1
2,1,3,1,2,2,3,1,2,2,2,1,1,0,0,4.0,1
1,1,6,1,2,1,2,1,1,1,1,1,1,0,0,1.0,3
1,0,1,1,1,1,1,1,2,2,2,1,1,0,0,1.0,2
2,1,2,2,1,2,2,1,2,2,2,1,1,0,0,1.0,2
2,1,36,1,2,3,2,1,2,2,2,1,1,0,0,5.0,4
1,1,7,2,3,2,2,1,1,1,1,1,2,0,0,8.0,3
1,1,60,1,2,2,1,1,1,1,2,1,1,100,0,6.0,1
1,0,48,1,1,2,1,1,1,1,2,1,1,0,0,0.0,3
1,1,11,1,2,1,2,2,2,1,2,1,1,0,0,3.0,4
1,1,18,1,1,2,2,1,3,3,3,1,1,0,0,2.0,4
2,0,3,2,2,3,1,2,2,2,2,1,1,0,0,1.0,1
1,1,4,2,2,3,3,2,1,1,2,1,1,0,1,21.0,3
1,1,36,1,1,2,1,1,3,3,2,1,1,200,0,2.0,1
2,1,2,1,2,2,2,1,2,1,2,2,1,0,0,5.0,2
2,1,1,2,2,3,1,2,2,1,2,1,1,50,0,5.0,0
1,1,2,1,2,2,2,1,2,1,2,1,1,50,0,4.0,2
1,1,3,2,2,1,2,1,1,1,2,1,1,0,0,13.0,4
2,0,7,1,1,2,2,2,2,1,2,1,1,30,0,4.0,1
1,1,1,2,2,1,1,2,2,2,2,1,3,0,0,4.0,4
1,1,2,2,1,2,2,2,1,1,2,1,1,0,0,7.0,1
1,1,24,1,2,1,2,1,2,2,1,1,1,0,0,1.0,4
1,1,2,1,2,2,2,1,2,1,2,1,1,5,0,1.0,1
2,1,12,2,2,2,2,2,3,3,3,1,1,200,0,5.0,3
1,1,12,1,1,1,1,2,3,3,2,1,1,0,0,1.0,1
2,1,4,1,3,3,2,1,1,1,2,1,4,0,0,6.0,2
1,1,2,1,1,1,2,2,1,1,2,1,1,80,0,1.0,4
1,1,6,1,2,1,2,1,1,1,2,1,1,0,0,3.0,4
1,1,1,2,2,3,2,1,3,3,2,1,1,0,0,4.0,3
2,1,18,1,2,3,1,1,3,1,3,1,1,0,0,2.0,3
2,0,8,1,3,2,1,1,1,1,3,1,4,0,0,5.0,4
2,1,36,1,2,1,2,3,2,2,2,1,1,100,0,1.0,1
2,1,1,1,3,1,2,2,2,1,2,1,3,0,0,4.0,4
1,1,2,1,1,2,2,2,2,3,2,1,1,0,0,5.0,4
2,0,2,1,1,2,2,1,1,1,2,1,1,70,0,2.0,2
1,1,12,2,3,3,2,2,1,1,1,1,2,0,0,4.0,2
2,1,4,1,1,1,2,1,2,1,2,1,1,0,0,5.0,3
1,1,12,1,2,3,2,2,1,1,1,1,1,0,0,3.0,3
1,1,48,1,2,2,2,2,1,1,1,1,1,0,0,0.0,2
1,0,1,1,2,2,2,1,2,2,2,1,1,0,0,1.0,0
1,1,2,1,2,2,2,1,2,2,2,1,3,0,0,2.0,2
2,1,8,2,2,1,2,1,1,1,1,1,1,0,0,1.0,4
1,1,2,2,2,2,4,1,1,1,2,1,1,0,0,3.0,3
1,0,2,2,3,3,1,1,2,2,1,1,2,0,0,3.0,2
2,1,3,1,2,2,2,2,2,1,2,1,1,0,0,5.0,1
1,1,1,2,3,3,2,2,2,2,2,1,3,0,0,0.0,4
1,1,36,1,2,2,2,1,1,1,1,1,1,0,0,1.0,4
1,1,48,1,2,2,2,2,2,1,1,1,1,0,0,1.0,4
1,1,4,1,2,1,2,1,1,1,1,1,1,0,0,11.0,4
1,0,32,2,2,2,2,1,1,2,1,1,1,0,0,1.0,4
2,1,4,1,1,3,2,2,1,1,2,1,1,50,2,5.0,2
1,1,1,2,2,2,3,1,2,2,2,1,1,0,0,4.0,1
2,1,5,1,1,2,1,1,1,1,2,1,1,0,0,11.0,2
2,1,5,1,1,1,2,2,2,1,2,1,1,50,0,2.0,1
1,1,29,1,2,3,1,2,1,1,2,1,1,0,0,1.0,2
1,1,12,2,2,2,2,1,1,1,1,1,1,0,0,2.0,4
2,1,24,2,2,2,3,2,2,2,3,1,1,0,0,4.0,4
1,1,1,1,2,1,2,1,2,2,2,1,1,0,0,3.0,1
2,1,2,1,2,3,2,2,1,1,2,1,1,0,0,5.0,3
1,1,2,2,2,1,2,2,1,1,2,1,3,0,0,5.0,1
2,0,1,1,3,3,2,2,2,2,2,1,2,0,0,5.0,1
2,1,4,1,1,1,1,1,1,1,2,1,1,0,0,3.0,1
1,1,48,1,2,1,1,3,3,3,3,1,1,0,0,1.0,3
1,1,2,1,2,3,2,2,2,1,2,1,1,100,0,3.0,0
1,1,12,1,2,2,2,1,1,1,1,1,1,0,0,1.0,4
2,0,0,1,2,1,1,1,2,2,2,1,1,0,0,0.0,2
2,1,1,1,1,3,2,1,2,2,2,1,1,0,0,1.0,2
2,1,4,1,1,1,2,1,2,2,2,1,1,0,0,3.0,1
2,1,1,1,1,2,2,1,2,1,2,1,1,0,0,6.0,3
2,1,2,1,3,3,2,1,2,2,2,1,5,0,0,3.0,4
1,1,24,1,2,2,2,2,1,1,1,1,1,0,0,2.0,4
1,0,1,1,3,3,2,1,2,2,2,1,7,0,0,8.0,1
2,1,4,2,3,3,1,1,1,1,2,1,4,0,0,4.0,4
1,1,2,1,2,2,2,2,3,3,2,1,1,0,0,2.0,3
1,1,2,1,2,2,2,2,1,1,2,1,1,0,0,2.0,3
2,1,4,1,1,3,2,2,1,1,1,1,1,0,0,10.0,4
1,1,12,1,1,3,3,1,1,1,2,1,1,0,0,2.0,4
1,1,1,1,3,3,2,2,3,3,2,1,6,0,0,2.0,3
2,0,2,1,2,3,1,1,1,1,2,1,5,0,0,6.0,2
2,1,1,1,1,2,2,2,2,2,2,1,1,0,0,1.0,2
1,1,72,1,1,1,2,2,2,2,2,1,1,0,0,2.0,4
1,1,22,1,2,3,2,1,1,1,2,1,1,0,0,3.0,2
2,1,1,1,1,2,2,3,1,1,2,1,1,400,0,9.0,2
2,1,1,1,1,2,2,1,2,2,2,1,1,0,0,1.0,3
1,1,0,2,1,1,2,1,1,1,2,1,1,0,0,3.0,2
2,0,2,1,3,3,2,3,2,2,2,1,11,30,0,6.0,4
1,1,2,1,2,1,2,2,3,3,3,1,1,0,0,1.0,4
2,1,2,1,1,2,1,1,3,3,3,1,1,0,0,5.0,0
1,1,2,2,1,2,2,1,2,2,2,1,1,0,0,1.0,1
1,1,2,1,1,2,2,1,1,1,2,1,1,0,0,8.0,3
2,1,1,2,3,3,2,1,2,1,2,1,3,0,0,26.0,3
2,1,31,1,2,3,2,3,1,1,1,1,1,0,0,2.0,2
2,1,2,1,2,1,1,1,2,2,2,1,1,0,0,3.0,4
1,1,60,1,1,2,2,1,1,1,2,1,1,0,0,1.0,1
2,1,3,1,2,3,1,1,2,2,2,1,1,0,0,0.0,4
2,1,3,1,1,2,1,1,1,1,2,1,1,0,0,6.0,3
2,0,2,1,2,3,1,1,2,2,2,1,3,0,0,4.0,3
2,1,12,1,2,1,2,1,1,1,1,1,1,0,0,2.0,3
1,1,18,1,1,1,2,1,1,1,2,1,1,100,0,1.0,2
2,1,2,1,1,3,2,1,1,1,2,1,2,100,0,30.0,3
1,1,2,1,2,1,2,2,2,1,2,1,1,0,0,1.0,1
1,1,9,1,1,2,2,2,1,3,2,1,1,0,0,3.0,2
2,1,17,1,1,1,2,1,1,1,2,1,1,0,0,5.0,4
1,1,0,1,3,2,2,2,2,3,2,1,3,0,0,1.0,1
2,0,3,1,2,3,1,1,2,2,2,1,1,0,0,1.0,2
1,0,2,1,1,2,2,1,2,2,2,1,1,0,0,3.0,4
2,1,3,1,1,3,2,1,1,1,2,1,2,0,0,11.0,3
2,1,8,1,1,2,1,1,1,1,1,1,1,0,0,2.0,2
2,1,2,1,2,2,1,1,2,2,2,1,1,0,0,3.0,2
2,1,6,1,2,2,2,2,1,1,1,1,1,0,0,13.0,0
2,0,2,1,3,2,1,1,3,3,3,1,5,0,0,4.0,4
1,1,1,2,1,2,3,2,1,1,2,1,1,0,0,4.0,2
1,1,3,2,3,3,2,2,2,2,2,2,4,0,0,5.0,2
1,1,48,1,1,2,1,3,1,1,3,1,1,0,0,1.0,3
2,1,4,1,3,3,1,1,2,2,2,1,3,0,0,3.0,4
1,1,1,1,3,2,2,1,2,1,2,1,5,0,0,3.0,2
1,1,3,2,2,1,2,1,1,1,2,1,1,0,0,1.0,2
2,1,3,1,2,1,2,2,2,2,2,1,1,0,0,1.0,3
2,1,36,2,1,2,4,3,1,1,1,1,2,200,0,3.0,3
2,1,5,1,2,3,2,1,2,1,2,1,1,10,0,2.0,4
1,1,8,1,2,2,2,1,1,1,1,1,1,0,0,2.0,4
2,1,1,1,1,1,2,2,2,2,2,1,1,0,0,3.0,2
1,1,7,1,1,1,2,1,1,1,1,1,1,0,0,2.0,3
2,1,5,2,2,3,2,2,1,1,1,1,2,30,0,10.0,3
1,1,2,2,1,1,2,1,1,1,2,1,1,100,0,2.0,3
1,1,6,2,2,2,2,1,1,1,1,1,2,0,0,3.0,4
2,1,48,1,1,2,2,1,2,2,1,3,1,0,0,7.0,3
2,1,1,1,3,3,2,1,2,2,2,1,5,0,0,3.0,2
2,1,2,2,1,2,2,1,2,1,2,1,1,0,0,14.0,1
1,1,1,1,1,2,2,2,2,2,2,1,1,0,0,1.0,2
1,1,36,2,1,2,3,1,1,1,1,1,1,0,0,4.0,4
2,1,2,1,3,3,1,1,2,2,2,1,4,0,0,1.0,1
2,1,4,2,1,1,2,3,3,1,2,1,1,0,0,7.0,2
2,1,12,1,1,3,2,2,1,1,1,1,1,0,0,3.0,2
2,1,1,2,2,3,1,1,2,2,2,1,2,0,0,2.0,1
1,1,2,1,3,2,2,1,2,2,2,1,2,0,0,2.0,2
1,1,7,1,2,1,1,1,1,1,1,1,1,0,3,6.0,3
2,1,2,1,2,3,1,1,1,1,2,1,1,0,0,5.0,3
2,1,1,1,1,2,2,1,2,2,2,1,1,0,0,2.0,1
1,1,18,2,2,1,2,3,1,1,2,1,1,0,0,8.0,4
1,1,1,1,2,3,2,1,3,3,2,1,1,0,0,3.0,3
2,1,60,1,1,1,3,1,3,1,1,2,1,0,0,1.0,2
1,1,2,1,2,3,2,2,2,1,2,1,2,0,0,5.0,4
1,1,2,2,2,3,2,2,2,1,2,1,1,50,0,4.0,2
2,1,25,1,2,3,2,2,1,1,3,1,1,0,0,2.0,4
2,1,2,1,1,2,2,1,2,2,2,1,1,0,0,1.0,0
1,1,24,1,2,1,1,3,1,1,1,1,1,0,0,5.0,0
2,1,2,1,1,2,2,1,2,1,2,1,1,0,0,12.0,1
1,1,24,1,2,1,3,2,1,1,1,2,1,0,0,2.0,4
1,1,24,1,2,2,2,2,3,3,3,1,1,0,0,1.0,4
2,1,2,1,1,1,1,1,2,1,2,1,1,0,0,3.0,3
2,1,3,1,2,3,3,3,2,1,2,1,1,50,0,2.0,1
1,1,3,1,3,1,2,1,1,1,1,1,3,0,0,2.0,4
1,1,180,1,1,1,2,2,1,1,1,1,1,0,0,1.0,4
1,1,24,1,1,2,2,2,1,1,1,1,1,0,0,4.0,1
1,1,2,1,2,2,2,1,1,1,2,1,1,0,0,2.0,3
1,1,36,1,1,1,2,1,1,1,2,1,1,0,0,1.0,4
1,1,2,2,2,3,2,2,2,2,2,1,1,0,0,5.0,2
1,1,2,1,2,2,2,1,2,1,2,1,1,0,0,1.0,1
1,1,24,2,2,2,3,1,1,1,1,1,1,0,0,5.0,4
1,0,1,1,1,1,2,1,2,2,2,1,1,0,0,2.0,2
1,1,2,1,2,1,2,1,1,1,2,1,1,0,0,7.0,3
1,1,1,2,2,1,2,1,2,2,2,1,1,0,0,3.0,1
1,1,84,1,2,1,2,2,3,3,3,1,1,100,0,3.0,3
2,0,10,1,3,1,2,1,3,1,2,1,2,0,0,3.0,4
2,1,1,2,3,2,2,2,2,2,2,1,2,0,0,4.0,1
2,1,7,2,2,2,1,1,2,1,2,1,1,0,0,3.0,1
1,1,36,2,2,2,1,2,1,1,1,1,1,200,0,5.0,2
1,1,24,1,1,2,2,1,2,1,1,1,1,0,0,3.0,4
2,1,3,1,2,2,1,1,2,1,2,1,1,0,0,3.0,4
1,1,3,1,1,3,2,1,1,1,2,1,1,0,0,2.0,2
2,1,4,1,2,3,1,2,2,2,2,1,1,0,0,2.0,4
2,1,2,1,1,2,2,1,2,1,2,1,1,0,0,3.0,3
2,1,3,1,2,2,2,2,1,1,2,2,1,20,0,2.0,2
2,1,36,1,1,2,3,2,2,1,2,1,1,0,0,1.0,2
2,1,2,1,2,3,1,2,2,2,2,1,1,0,0,4.0,2
1,1,12,2,1,2,1,1,1,1,2,1,1,0,0,6.0,3
1,1,7,1,2,1,2,1,1,1,1,1,1,0,0,6.0,4
1,1,3,1,1,3,3,1,2,2,2,1,1,0,0,2.0,4
1,1,8,1,1,3,2,2,1,3,2,1,1,0,0,0.0,3
2,1,12,1,2,2,2,2,2,1,1,1,1,0,0,2.0,4
1,1,48,1,1,3,2,1,1,1,3,1,1,0,0,3.0,4
2,0,6,1,2,2,2,1,1,1,1,1,1,0,0,2.0,4
2,1,1,1,1,1,2,1,2,2,2,1,1,0,0,1.0,3
2,1,2,1,3,3,2,2,2,2,2,1,4,0,0,3.0,4
2,1,10,1,1,1,2,2,1,1,1,1,1,0,0,3.0,2
1,1,7,1,2,1,2,1,1,1,1,1,1,0,2,6.0,3
1,1,2,2,2,2,2,1,1,1,2,1,1,0,0,6.0,3
2,1,5,2,1,3,2,2,2,1,2,1,1,0,0,5.0,4
2,1,2,2,2,1,2,2,2,2,2,1,1,1,0,2.0,2
1,1,96,1,2,2,1,3,1,1,1,1,1,0,0,5.0,1
1,1,60,1,1,1,1,2,3,3,3,1,1,0,0,2.0,1
2,0,3,1,1,1,1,1,2,2,2,1,1,0,0,2.0,2
1,1,2,1,2,3,2,1,1,1,2,1,1,0,0,2.0,3
2,1,2,2,1,3,1,2,2,1,2,1,1,0,0,4.0,1
1,1,24,1,1,1,2,1,1,1,1,1,1,0,0,5.0,4
2,1,2,1,2,1,1,1,3,1,2,1,1,0,0,3.0,2
2,1,3,1,2,2,2,1,3,3,2,1,1,0,0,3.0,3
2,1,1,1,1,1,1,2,2,2,2,1,1,0,0,2.0,1
2,1,22,1,2,1,2,1,1,1,1,1,1,90,0,2.0,4
1,1,2,1,1,2,2,1,2,2,2,1,1,0,0,3.0,2
2,1,3,2,2,3,1,2,1,1,2,1,1,0,0,10.0,1
2,1,2,1,2,3,1,2,1,1,2,1,1,0,0,8.0,3
1,1,3,1,1,2,2,2,1,1,2,1,1,50,0,3.0,1
2,1,4,1,2,2,2,2,1,1,2,1,1,0,0,1.0,3
1,1,30,2,1,1,2,1,1,1,1,1,1,200,0,2.0,3
1,1,3,1,2,1,2,1,2,2,2,1,2,0,0,11.0,2
1,1,6,1,1,1,2,1,2,2,2,1,1,0,0,2.0,4
1,1,2,2,1,1,2,2,2,2,2,1,1,0,0,5.0,1
2,1,3,2,2,2,2,1,1,1,2,1,1,60,0,2.0,4
2,1,1,2,1,3,2,1,2,1,2,1,1,0,1,6.0,2
2,1,12,2,1,3,2,1,1,1,1,1,1,300,0,3.0,2
2,1,1,1,1,3,2,2,2,2,2,1,1,0,0,5.0,2
1,1,3,1,3,2,2,2,2,2,2,1,2,0,0,2.0,2
1,0,3,1,2,2,1,2,3,3,3,1,1,0,0,2.0,1
1,1,4,2,1,1,2,1,1,1,1,1,1,0,0,3.0,4
2,1,1,1,2,3,2,1,2,2,2,1,1,0,0,1.0,2
2,1,2,1,2,3,2,2,2,2,2,1,1,0,0,0.0,3
2,1,2,1,2,2,1,1,2,2,2,1,1,0,0,4.0,0
1,1,3,1,2,3,2,2,1,1,2,1,1,200,0,2.0,2
1,1,2,1,1,1,2,1,1,1,2,1,1,0,0,1.0,2
2,1,5,1,1,3,1,2,1,1,2,1,1,0,0,4.0,4
1,1,8,1,2,1,2,2,3,3,3,1,1,0,0,3.0,3
2,1,2,1,2,2,2,2,2,2,2,1,1,0,0,5.0,1
2,1,9,1,3,1,2,1,2,1,2,1,2,10,0,5.0,1
1,1,2,1,2,2,2,1,1,1,1,1,1,0,0,5.0,3
2,0,7,1,1,2,3,2,1,1,1,1,1,0,0,2.0,3
1,0,3,1,2,1,2,2,2,2,2,1,1,0,0,1.0,3
1,1,2,1,2,2,2,1,2,2,2,1,1,0,1,8.0,3
1,1,12,1,1,2,2,2,1,1,1,1,2,0,0,1.0,4
1,0,6,1,2,2,2,2,2,2,2,1,2,0,0,2.0,2
1,1,2,1,2,2,2,1,2,1,2,1,1,0,0,1.0,4
1,1,48,1,2,1,2,1,1,1,1,1,1,0,2,4.0,2
1,1,2,1,2,1,2,1,1,1,2,1,1,0,0,2.0,2
1,1,6,1,2,3,2,2,2,1,2,1,1,0,0,3.0,4
